Ano,DimUniversidade_idDimUniversidade,DimCurso_idDimCurso,DimArea_idDimArea,QuantidadeVagas,"Inscritos no 1.º ano, pela 1.ª vez, através de todos os regimes","Inscritos no 1.º ano, pela 1.ª vez, através do regime geral de acesso",Inscritos pela 1.ª vez através do regime geral de acesso,"Taxa de ocupação
[Inscritos pela 1.ª vez através do regime geral de acesso / Vagas]",Inscritos pela 1.ª vez através de todos os regimes,Distrito,Concelho
2019,1105,9508,7,34,41,33,33.0,0.9705882352941176,53.0,Porto,PORTO
2019,1105,9509,7,75,83,72,74.0,0.9866666666666667,100.0,Porto,PORTO
2019,1105,9897,7,20,21,19,19.0,0.95,21.0,Porto,PORTO
2019,1106,9494,9,175,190,160,161.0,0.92,220.0,Porto,PORTO
2019,1107,9006,2,29,37,29,29.0,1,38.0,Porto,PORTO
2019,1107,9040,2,24,26,22,22.0,0.9166666666666666,26.0,Porto,PORTO
2019,1107,9139,2,50,58,46,47.0,0.94,61.0,Porto,PORTO
2019,1107,9143,5,69,74,63,63.0,0.9130434782608695,76.0,Porto,PORTO
2019,1107,9181,2,67,86,58,58.0,0.8656716417910447,89.0,Porto,PORTO
2019,1107,9182,2,32,35,24,24.0,0.75,36.0,Porto,PORTO
2019,1107,9192,2,51,67,48,50.0,0.9803921568627451,74.0,Porto,PORTO
2019,1107,9197,2,47,73,48,49.0,1.0425531914893618,76.0,Porto,PORTO
2019,1107,9204,2,79,100,73,74.0,0.9367088607594937,107.0,Porto,PORTO
2019,1107,9240,3,44,54,37,37.0,0.8409090909090909,55.0,Porto,PORTO
2019,1107,9694,3,38,49,36,36.0,0.9473684210526315,49.0,Porto,PORTO
2019,1107,9701,3,74,103,71,73.0,0.9864864864864865,114.0,Porto,PORTO
2019,1107,9917,2,20,23,20,20.0,1,23.0,Porto,PORTO
2019,1108,9813,9,245,266,238,245.0,1,299.0,Porto,PORTO
2019,1109,9026,1,47,64,44,44.0,0.9361702127659575,65.0,Porto,PORTO
2019,1109,9555,3,107,150,102,103.0,0.9626168224299065,196.0,Porto,PORTO
2019,1110,9708,5,31,33,27,27.0,0.8709677419354839,35.0,Porto,PORTO
2019,1110,9813,9,155,154,149,153.0,0.9870967741935484,176.0,Porto,PORTO
2019,1110,9847,8,56,61,53,54.0,0.9642857142857143,76.0,Porto,PORTO
2019,1111,9707,10,123,161,123,123.0,1,173.0,Porto,PORTO
2019,1113,9548,9,65,69,58,58.0,0.8923076923076924,84.0,Porto,PORTO
2019,1114,9066,3,41,50,35,35.0,0.8536585365853658,50.0,Porto,PORTO
2019,1114,9078,4,146,193,137,138.0,0.9452054794520548,200.0,Porto,PORTO
2019,1201,9086,8,24,30,22,22.0,0.9166666666666666,30.0,Vila Real,VILA REAL
2019,1201,9114,8,10,9,4,4.0,0.4,9.0,Vila Real,VILA REAL
2019,1201,9129,8,34,22,22,22.0,0.6470588235294118,22.0,Vila Real,VILA REAL
2019,1201,9752,7,34,49,29,29.0,0.8529411764705882,49.0,Vila Real,VILA REAL
2019,1201,9847,8,82,85,78,79.0,0.9634146341463414,90.0,Vila Real,VILA REAL
2019,1202,9023,3,65,68,63,63.0,0.9692307692307692,68.0,Vila Real,VILA REAL
2019,1202,9081,3,45,53,45,45.0,1,53.0,Vila Real,VILA REAL
2019,1202,9147,4,56,59,53,53.0,0.9464285714285714,59.0,Vila Real,VILA REAL
2019,1202,9196,2,48,54,40,40.0,0.8333333333333334,54.0,Vila Real,VILA REAL
2019,1202,9204,2,35,32,31,31.0,0.8857142857142857,32.0,Vila Real,VILA REAL
2019,1202,9219,3,65,67,62,62.0,0.9538461538461539,70.0,Vila Real,VILA REAL
2019,1202,9238,9,45,52,42,42.0,0.9333333333333333,52.0,Vila Real,VILA REAL
2019,1202,9254,10,50,49,48,48.0,0.96,49.0,Vila Real,VILA REAL
2019,1202,9803,2,22,20,17,17.0,0.7727272727272727,20.0,Vila Real,VILA REAL
2019,1202,9853,1,20,22,18,18.0,0.9,22.0,Vila Real,VILA REAL
2019,1202,L092,2,30,29,27,27.0,0.9,30.0,Vila Real,VILA REAL
2019,1203,9052,2,54,70,53,53.0,0.9814814814814815,70.0,Vila Real,VILA REAL
2019,1203,9089,7,10,16,5,5.0,0.5,16.0,Vila Real,VILA REAL
2019,1203,9104,7,32,35,32,32.0,1,35.0,Vila Real,VILA REAL
2019,1203,9119,7,125,129,121,122.0,0.976,130.0,Vila Real,VILA REAL
2019,1203,9123,7,30,36,30,30.0,1,36.0,Vila Real,VILA REAL
2019,1203,9367,7,38,35,34,34.0,0.8947368421052632,37.0,Vila Real,VILA REAL
2019,1203,9455,7,22,22,22,22.0,1,22.0,Vila Real,VILA REAL
2019,1204,9011,5,35,33,32,32.0,0.9142857142857143,33.0,Vila Real,VILA REAL
2019,1204,9012,5,10,7,7,7.0,0.7,7.0,Vila Real,VILA REAL
2019,1204,9015,5,50,48,48,48.0,0.96,48.0,Vila Real,VILA REAL
2019,1204,9379,5,20,11,10,10.0,0.5,11.0,Vila Real,VILA REAL
2019,1204,9540,7,35,35,34,34.0,0.9714285714285714,35.0,Vila Real,VILA REAL
2019,1204,9554,9,40,38,36,36.0,0.9,38.0,Vila Real,VILA REAL
2019,1204,9707,10,105,100,92,94.0,0.8952380952380953,103.0,Vila Real,VILA REAL
2019,1204,9761,5,60,58,55,55.0,0.9166666666666666,58.0,Vila Real,VILA REAL
2019,1204,9841,9,40,29,23,23.0,0.575,29.0,Vila Real,VILA REAL
2019,1306,9069,2,29,31,28,28.0,0.9655172413793104,31.0,R. A. Madeira,Funchal
2019,1306,9196,2,36,47,39,39.0,1.0833333333333333,47.0,R. A. Madeira,Funchal
2019,1306,9219,3,30,40,29,29.0,0.9666666666666667,40.0,R. A. Madeira,Funchal
2019,1306,9720,3,36,37,32,32.0,0.8888888888888888,37.0,R. A. Madeira,Funchal
2019,1306,9817,2,20,18,17,17.0,0.85,18.0,R. A. Madeira,Funchal
2019,1306,L150,3,39,35,32,32.0,0.8205128205128205,35.0,R. A. Madeira,Funchal
2019,1307,9015,5,25,22,18,18.0,0.72,22.0,R. A. Madeira,Funchal
2019,1307,9089,7,20,3,2,2.0,0.1,3.0,R. A. Madeira,Funchal
2019,1307,9107,7,20,7,5,5.0,0.25,7.0,R. A. Madeira,Funchal
2019,1307,9119,7,75,80,74,74.0,0.9866666666666667,80.0,R. A. Madeira,Funchal
2019,1307,9209,5,0,14,13,13.0,-,14.0,R. A. Madeira,Funchal
2019,1307,A012,5,20,0,0,0.0,0,0.0,R. A. Madeira,Funchal
2019,1308,9026,1,27,31,26,26.0,0.9629629629629629,31.0,R. A. Madeira,Funchal
2019,1308,9081,3,40,41,39,39.0,0.975,41.0,R. A. Madeira,Funchal
2019,1308,9147,4,55,66,55,55.0,1,67.0,R. A. Madeira,Funchal
2019,1308,9736,10,30,36,29,29.0,0.9666666666666667,36.0,R. A. Madeira,Funchal
2019,1308,9853,1,20,21,19,19.0,0.95,21.0,R. A. Madeira,Funchal
2019,1309,8083,9,38,37,37,37.0,0.9736842105263158,37.0,R. A. Madeira,Funchal
2019,1309,9011,5,20,20,15,15.0,0.75,20.0,R. A. Madeira,Funchal
2019,1320,9500,9,25,32,23,23.0,0.92,32.0,R. A. Madeira,Funchal
2019,1321,9076,10,30,37,31,31.0,1.0333333333333334,37.0,R. A. Madeira,Funchal
2019,1501,8434,7,0,0,0,2.0,-,4.0,Lisboa,Lisboa
2019,1501,9069,2,60,79,59,59.0,0.9833333333333333,80.0,Lisboa,Lisboa
2019,1501,9071,2,60,70,57,57.0,0.95,71.0,Lisboa,Lisboa
2019,1501,9257,7,192,207,180,186.0,0.96875,243.0,Lisboa,Lisboa
2019,1501,G008,7,60,72,58,58.0,0.9666666666666667,84.0,Lisboa,Lisboa
2019,1502,8399,2,35,41,35,35.0,1,42.0,Lisboa,Lisboa
2019,1502,9070,2,55,69,54,54.0,0.9818181818181818,69.0,Lisboa,Lisboa
2019,1502,9072,2,55,58,53,53.0,0.9636363636363636,58.0,Lisboa,Lisboa
2019,1502,9754,2,55,53,51,51.0,0.9272727272727272,53.0,Lisboa,Lisboa
2019,1502,9790,2,55,62,52,52.0,0.9454545454545454,62.0,Lisboa,Lisboa
2019,1502,9904,2,55,70,54,54.0,0.9818181818181818,70.0,Lisboa,Lisboa
2019,1502,L010,2,30,33,30,30.0,1,33.0,Lisboa,Lisboa
2019,1503,9011,5,174,187,168,168.0,0.9655172413793104,220.0,Lisboa,Lisboa
2019,1503,9015,5,70,75,69,69.0,0.9857142857142858,78.0,Lisboa,Lisboa
2019,1503,9119,7,105,123,104,104.0,0.9904761904761905,137.0,Lisboa,Lisboa
2019,1503,9141,5,40,42,39,40.0,1,55.0,Lisboa,Lisboa
2019,1503,9146,5,80,79,74,74.0,0.925,81.0,Lisboa,Lisboa
2019,1503,9209,5,50,53,48,48.0,0.96,57.0,Lisboa,Lisboa
2019,1503,9212,5,25,28,24,25.0,1,31.0,Lisboa,Lisboa
2019,1503,9223,5,27,27,26,26.0,0.9629629629629629,32.0,Lisboa,Lisboa
2019,1503,9226,7,21,20,19,19.0,0.9047619047619048,20.0,Lisboa,Lisboa
2019,1503,9368,5,40,39,39,40.0,1,41.0,Lisboa,Lisboa
2019,1503,9381,5,30,31,29,29.0,0.9666666666666667,33.0,Lisboa,Lisboa
2019,1503,9385,5,77,87,74,74.0,0.961038961038961,100.0,Lisboa,Lisboa
2019,1503,9811,7,30,35,30,30.0,1,38.0,Lisboa,Lisboa
2019,1503,9845,7,40,43,36,38.0,0.95,55.0,Lisboa,Lisboa
2019,1503,L079,6,65,75,62,62.0,0.9538461538461539,81.0,Lisboa,Lisboa
2019,1503,L096,7,20,21,19,19.0,0.95,21.0,Lisboa,Lisboa
2019,1504,8358,4,82,101,72,73.0,0.8902439024390244,102.0,Lisboa,Lisboa
2019,1504,9078,4,445,608,423,424.0,0.952808988764045,638.0,Lisboa,Lisboa
2019,1505,9494,9,209,231,201,202.0,0.9665071770334929,257.0,Lisboa,Lisboa
2019,1506,8104,2,49,56,46,46.0,0.9387755102040817,57.0,Lisboa,Lisboa
2019,1506,8413,2,60,66,51,51.0,0.85,67.0,Lisboa,Lisboa
2019,1506,8458,999,60,73,57,57.0,0.95,75.0,Lisboa,Lisboa
2019,1506,9006,2,36,35,27,27.0,0.75,35.0,Lisboa,Lisboa
2019,1506,9040,2,33,33,30,30.0,0.9090909090909091,33.0,Lisboa,Lisboa
2019,1506,9131,3,20,22,18,18.0,0.9,22.0,Lisboa,Lisboa
2019,1506,9133,2,20,23,19,19.0,0.95,23.0,Lisboa,Lisboa
2019,1506,9135,3,56,68,53,53.0,0.9464285714285714,69.0,Lisboa,Lisboa
2019,1506,9139,2,43,49,34,36.0,0.8372093023255814,52.0,Lisboa,Lisboa
2019,1506,9181,2,61,69,54,56.0,0.9180327868852459,72.0,Lisboa,Lisboa
2019,1506,9182,2,40,41,37,37.0,0.925,42.0,Lisboa,Lisboa
2019,1506,9204,2,211,265,206,210.0,0.995260663507109,274.0,Lisboa,Lisboa
2019,1506,9252,2,58,70,53,53.0,0.9137931034482759,71.0,Lisboa,Lisboa
2019,1506,9914,3,27,30,24,24.0,0.8888888888888888,32.0,Lisboa,Lisboa
2019,1506,9917,2,20,26,21,21.0,1.05,26.0,Lisboa,Lisboa
2019,1506,L097,2,20,19,17,17.0,0.85,19.0,Lisboa,Lisboa
2019,1506,L145,3,56,63,46,46.0,0.8214285714285714,63.0,Lisboa,Lisboa
2019,1507,9554,9,28,33,28,28.0,1,33.0,Lisboa,Lisboa
2019,1507,9813,9,295,342,289,291.0,0.9864406779661017,392.0,Lisboa,Lisboa
2019,1508,9548,9,65,76,60,61.0,0.9384615384615385,89.0,Lisboa,Lisboa
2019,1508,9556,9,40,47,38,38.0,0.95,47.0,Lisboa,Lisboa
2019,1508,9791,9,28,35,28,28.0,1,35.0,Lisboa,Lisboa
2019,1509,9847,8,109,113,99,102.0,0.9357798165137615,136.0,Lisboa,Lisboa
2019,1510,9068,2,20,19,16,16.0,0.8,19.0,Lisboa,Oeiras
2019,1510,9162,4,31,35,29,29.0,0.9354838709677419,35.0,Lisboa,Oeiras
2019,1510,9707,10,160,193,159,159.0,0.99375,193.0,Lisboa,Oeiras
2019,1510,9841,9,49,55,48,48.0,0.9795918367346939,55.0,Lisboa,Oeiras
2019,1511,9555,3,137,178,129,129.0,0.9416058394160584,184.0,Lisboa,Lisboa
2019,1513,L040,1,72,75,65,65.0,0.9027777777777778,75.0,Lisboa,Lisboa
2019,1514,8411,7,41,42,40,40.0,0.975609756097561,42.0,Lisboa,Lisboa
2019,1514,9143,5,94,98,89,89.0,0.9468085106382979,100.0,Lisboa,Lisboa
2019,1515,8258,7,20,19,17,17.0,0.85,19.0,Lisboa,Lisboa
2019,1515,8377,8,20,23,19,19.0,0.95,23.0,Lisboa,Lisboa
2019,1515,9011,5,38,37,36,36.0,0.9473684210526315,38.0,Lisboa,Lisboa
2019,1515,9086,8,57,69,56,56.0,0.9824561403508771,73.0,Lisboa,Lisboa
2019,1515,9087,7,38,41,36,36.0,0.9473684210526315,41.0,Lisboa,Lisboa
2019,1515,9099,7,21,25,20,20.0,0.9523809523809523,26.0,Lisboa,Lisboa
2019,1515,9129,8,28,33,26,26.0,0.9285714285714286,33.0,Lisboa,Lisboa
2019,1516,8014,9,35,43,34,35.0,1,46.0,Lisboa,Lisboa
2019,1516,8102,4,46,50,38,39.0,0.8478260869565217,51.0,Lisboa,Lisboa
2019,1516,8109,3,33,35,30,30.0,0.9090909090909091,39.0,Lisboa,Lisboa
2019,1516,8111,4,52,68,51,51.0,0.9807692307692307,68.0,Lisboa,Lisboa
2019,1516,8363,4,33,33,29,29.0,0.8787878787878788,33.0,Lisboa,Lisboa
2019,1516,8364,3,52,63,44,44.0,0.8461538461538461,65.0,Lisboa,Lisboa
2019,1516,9002,4,76,79,69,69.0,0.9078947368421053,87.0,Lisboa,Lisboa
2019,1516,9019,3,50,53,43,43.0,0.86,54.0,Lisboa,Lisboa
2019,1516,9023,3,58,70,54,56.0,0.9655172413793104,74.0,Lisboa,Lisboa
2019,1516,9157,4,66,81,64,64.0,0.9696969696969697,83.0,Lisboa,Lisboa
2019,1516,9229,3,80,102,78,78.0,0.975,109.0,Lisboa,Lisboa
2019,1516,9238,9,54,60,53,53.0,0.9814814814814815,64.0,Lisboa,Lisboa
2019,1516,9240,3,52,53,46,46.0,0.8846153846153846,54.0,Lisboa,Lisboa
2019,1516,9448,3,45,49,41,41.0,0.9111111111111111,49.0,Lisboa,Lisboa
2019,1517,9081,3,138,155,130,131.0,0.9492753623188406,168.0,Lisboa,Lisboa
2019,1517,9147,4,168,196,166,166.0,0.9880952380952381,210.0,Lisboa,Lisboa
2019,1517,9210,5,44,44,42,44.0,1,49.0,Lisboa,Lisboa
2019,1517,A001,4,29,39,30,30.0,1.0344827586206897,42.0,Lisboa,Lisboa
2019,1517,A006,3,24,28,23,24.0,1,32.0,Lisboa,Lisboa
2019,1517,A013,4,32,38,33,33.0,1.03125,38.0,Lisboa,Lisboa
2019,1518,9121,7,170,195,166,166.0,0.9764705882352941,195.0,Lisboa,Lisboa
2019,1518,9257,7,47,56,46,46.0,0.9787234042553191,58.0,Lisboa,Lisboa
2019,1518,9345,5,38,44,38,38.0,1,44.0,Lisboa,Lisboa
2019,1518,9357,7,92,119,91,91.0,0.9891304347826086,132.0,Lisboa,Lisboa
2019,1518,9358,5,61,63,61,61.0,1,64.0,Lisboa,Lisboa
2019,1518,9359,7,66,73,66,66.0,1,78.0,Lisboa,Lisboa
2019,1518,9360,7,129,146,129,129.0,1,164.0,Lisboa,Lisboa
2019,1518,9363,7,25,27,24,24.0,0.96,27.0,Lisboa,Lisboa
2019,1518,9367,7,220,235,218,218.0,0.990909090909091,262.0,Lisboa,Lisboa
2019,1518,9369,7,160,195,157,157.0,0.98125,218.0,Lisboa,Lisboa
2019,1518,9458,5,69,84,69,69.0,1,90.0,Lisboa,Lisboa
2019,1518,9461,7,75,86,72,72.0,0.96,89.0,Lisboa,Lisboa
2019,1518,9508,7,31,37,31,31.0,1,39.0,Lisboa,Lisboa
2019,1518,9913,7,20,23,20,20.0,1,23.0,Lisboa,Lisboa
2019,1518,L162,7,30,33,29,29.0,0.9666666666666667,33.0,Lisboa,Lisboa
2019,1519,9098,7,55,63,55,55.0,1,63.0,Lisboa,Oeiras
2019,1519,9104,7,61,76,59,59.0,0.9672131147540983,76.0,Lisboa,Oeiras
2019,1519,9121,7,90,107,89,89.0,0.9888888888888889,107.0,Lisboa,Oeiras
2019,1519,9912,7,34,37,34,34.0,1,37.0,Lisboa,Oeiras
2019,2100,8523,4,32,8,4,4.0,0.125,8.0,Lisboa,LISBOA
2019,2100,9023,3,80,76,68,75.0,0.9375,89.0,Lisboa,LISBOA
2019,2100,9078,4,136,129,103,115.0,0.8455882352941176,178.0,Lisboa,LISBOA
2019,2100,9081,3,20,12,3,5.0,0.25,25.0,Lisboa,LISBOA
2019,2100,9119,7,60,45,32,39.0,0.65,60.0,Lisboa,LISBOA
2019,2100,9147,4,120,88,63,72.0,0.6,114.0,Lisboa,LISBOA
2019,2100,9162,4,36,32,27,34.0,0.9444444444444444,40.0,Lisboa,LISBOA
2019,2100,9181,2,12,10,7,7.0,0.5833333333333334,10.0,Lisboa,LISBOA
2019,2100,9186,6,24,13,3,4.0,0.16666666666666666,18.0,Lisboa,LISBOA
2019,2100,9219,3,56,57,48,52.0,0.9285714285714286,65.0,Lisboa,LISBOA
2019,2100,9229,3,32,31,23,24.0,0.75,35.0,Lisboa,LISBOA
2019,2100,9257,7,52,13,5,8.0,0.15384615384615385,28.0,Lisboa,LISBOA
2019,2100,L110,7,48,5,1,1.0,0.020833333333333332,6.0,Lisboa,LISBOA
2019,2210,8257,5,35,8,5,5.0,0.14285714285714285,8.0,Porto,PORTO
2019,2210,9540,7,40,43,40,40.0,1,43.0,Porto,PORTO
2019,2210,9554,9,50,15,11,11.0,0.22,15.0,Porto,PORTO
2019,2215,9500,9,80,62,57,57.0,0.7125,65.0,Lisboa,LISBOA
2019,2216,9500,9,60,47,37,37.0,0.6166666666666667,53.0,Porto,PORTO
2019,2220,8453,2,20,9,1,1.0,0.05,9.0,Lisboa,LISBOA
2019,2220,9219,3,60,43,39,39.0,0.65,43.0,Lisboa,LISBOA
2019,2220,9238,9,40,18,16,16.0,0.4,18.0,Lisboa,LISBOA
2019,2220,9378,2,50,32,22,22.0,0.44,32.0,Lisboa,LISBOA
2019,2220,9453,3,140,136,127,127.0,0.9071428571428571,138.0,Lisboa,LISBOA
2019,2223,9023,3,30,42,39,39.0,1.3,42.0,Braga,Braga
2019,2223,9139,2,7,20,8,8.0,1.1428571428571428,20.0,Braga,Braga
2019,2223,9219,3,69,80,63,63.0,0.9130434782608695,80.0,Braga,Braga
2019,2223,9238,9,50,39,31,31.0,0.62,39.0,Braga,Braga
2019,2223,9250,6,25,17,11,11.0,0.44,17.0,Braga,Braga
2019,2223,9254,10,20,31,23,23.0,1.15,31.0,Braga,Braga
2019,2223,9918,2,13,19,19,19.0,1.4615384615384615,19.0,Braga,Braga
2019,2225,9147,4,35,16,12,12.0,0.34285714285714286,20.0,Viseu,VISEU
2019,2225,9351,5,40,12,8,8.0,0.2,12.0,Viseu,VISEU
2019,2225,9548,9,75,56,44,44.0,0.5866666666666667,79.0,Viseu,VISEU
2019,2240,9452,2,20,5,0,0.0,0,5.0,Lisboa,LISBOA
2019,2240,9553,2,30,27,10,10.0,0.3333333333333333,35.0,Lisboa,LISBOA
2019,2241,9452,2,20,3,0,0.0,0,4.0,Braga,BRAGA
2019,2241,9553,2,40,17,9,9.0,0.225,17.0,Braga,BRAGA
2019,2242,9452,2,40,2,0,0.0,0,5.0,Porto,PORTO
2019,2242,9553,2,60,18,3,3.0,0.05,18.0,Porto,PORTO
2019,2265,9457,2,60,48,42,42.0,0.7,48.0,Porto,PORTO
2019,2265,9551,2,14,19,9,9.0,0.6428571428571429,19.0,Porto,PORTO
2019,2270,8496,999,250,0,0,0.0,0,0.0,Lisboa,LISBOA
2019,2270,9059,4,0,123,122,122.0,-,133.0,Lisboa,LISBOA
2019,2270,9081,3,0,43,43,43.0,-,45.0,Lisboa,LISBOA
2019,2270,L149,4,100,69,64,64.0,0.64,70.0,Lisboa,LISBOA
2019,2270,L152,3,50,24,12,12.0,0.24,24.0,Lisboa,LISBOA
2019,2271,9081,3,61,44,38,38.0,0.6229508196721312,47.0,Porto,PORTO
2019,2271,9147,4,171,215,192,192.0,1.1228070175438596,227.0,Porto,PORTO
2019,2280,9078,4,120,170,138,138.0,1.15,171.0,Lisboa,LISBOA
2019,2281,9078,4,208,230,218,218.0,1.0480769230769231,230.0,Porto,PORTO
2019,2289,9219,3,65,66,61,61.0,0.9384615384615385,66.0,Porto,PORTO
2019,2295,9020,3,80,103,91,91.0,1.1375,103.0,Lisboa,LISBOA
2019,2400,8058,10,20,8,3,3.0,0.15,8.0,Lisboa,LISBOA
2019,2400,8175,2,35,19,18,18.0,0.5142857142857142,19.0,Lisboa,LISBOA
2019,2400,9052,2,40,17,15,15.0,0.375,17.0,Lisboa,LISBOA
2019,2400,9069,2,25,6,6,6.0,0.24,6.0,Lisboa,LISBOA
2019,2400,9078,4,200,215,182,182.0,0.91,223.0,Lisboa,LISBOA
2019,2400,9081,3,25,10,9,9.0,0.36,11.0,Lisboa,LISBOA
2019,2400,9119,7,40,26,23,23.0,0.575,27.0,Lisboa,LISBOA
2019,2400,9151,4,130,95,85,85.0,0.6538461538461539,97.0,Lisboa,LISBOA
2019,2400,9157,4,40,29,26,26.0,0.65,29.0,Lisboa,LISBOA
2019,2400,9205,4,40,42,29,29.0,0.725,42.0,Lisboa,LISBOA
2019,2400,9219,3,60,36,23,23.0,0.38333333333333336,38.0,Lisboa,LISBOA
2019,2400,9229,3,55,51,42,42.0,0.7636363636363637,53.0,Lisboa,LISBOA
2019,2400,9238,9,35,17,12,12.0,0.34285714285714286,17.0,Lisboa,LISBOA
2019,2400,9254,10,45,17,15,15.0,0.3333333333333333,17.0,Lisboa,LISBOA
2019,2400,9257,7,50,19,14,14.0,0.28,24.0,Lisboa,LISBOA
2019,2400,9763,10,25,15,13,13.0,0.52,15.0,Lisboa,LISBOA
2019,2403,9066,3,60,72,60,60.0,1,72.0,Porto,Porto
2019,2403,9069,2,35,14,12,12.0,0.34285714285714286,14.0,Porto,Porto
2019,2403,9078,4,300,244,207,208.0,0.6933333333333334,249.0,Porto,Porto
2019,2403,9081,3,40,13,10,10.0,0.25,16.0,Porto,Porto
2019,2403,9151,4,80,76,65,66.0,0.825,78.0,Porto,Porto
2019,2403,9205,4,40,26,21,22.0,0.55,27.0,Porto,Porto
2019,2403,9219,3,70,51,43,43.0,0.6142857142857143,52.0,Porto,Porto
2019,2403,9229,3,50,36,30,30.0,0.6,36.0,Porto,Porto
2019,2403,9257,7,50,35,29,31.0,0.62,39.0,Porto,Porto
2019,2404,9056,4,40,44,36,36.0,0.9,47.0,Porto,VILA NOVA DE FAMALICÃO
2019,2404,9069,2,20,10,7,7.0,0.35,11.0,Porto,VILA NOVA DE FAMALICÃO
2019,2404,9089,7,20,0,0,0.0,0,0.0,Porto,VILA NOVA DE FAMALICÃO
2019,2404,9104,7,30,0,0,0.0,0,0.0,Porto,VILA NOVA DE FAMALICÃO
2019,2404,9123,7,25,12,10,10.0,0.4,12.0,Porto,VILA NOVA DE FAMALICÃO
2019,2404,9147,4,60,63,58,58.0,0.9666666666666667,65.0,Porto,VILA NOVA DE FAMALICÃO
2019,2404,9205,4,35,39,35,35.0,1,41.0,Porto,VILA NOVA DE FAMALICÃO
2019,2404,9257,7,30,15,12,12.0,0.4,17.0,Porto,VILA NOVA DE FAMALICÃO
2019,2404,9547,7,25,8,2,2.0,0.08,9.0,Porto,VILA NOVA DE FAMALICÃO
2019,2500,9078,4,180,191,160,174.0,0.9666666666666667,226.0,Porto,PORTO
2019,2500,9081,3,60,30,25,27.0,0.45,33.0,Porto,PORTO
2019,2500,9084,9,30,7,7,8.0,0.26666666666666666,9.0,Porto,PORTO
2019,2500,9147,4,225,211,192,213.0,0.9466666666666667,238.0,Porto,PORTO
2019,2500,9185,6,45,22,14,16.0,0.35555555555555557,24.0,Porto,PORTO
2019,2500,9219,3,60,54,52,59.0,0.9833333333333333,63.0,Porto,PORTO
2019,2500,9229,3,40,39,33,39.0,0.975,47.0,Porto,PORTO
2019,2500,9242,4,40,20,17,19.0,0.475,22.0,Porto,PORTO
2019,2500,9254,10,40,24,19,24.0,0.6,31.0,Porto,PORTO
2019,2500,9647,4,40,7,7,7.0,0.175,7.0,Porto,PORTO
2019,2500,L105,4,40,3,3,4.0,0.1,4.0,Porto,PORTO
2019,2710,9096,7,44,2,0,0.0,0,5.0,Lisboa,Oeiras
2019,2710,9147,4,44,40,19,19.0,0.4318181818181818,41.0,Lisboa,Oeiras
2019,2710,9159,6,33,16,2,2.0,0.06060606060606061,16.0,Lisboa,Oeiras
2019,2710,9170,4,33,5,0,0.0,0,6.0,Lisboa,Oeiras
2019,2710,9554,9,33,11,2,2.0,0.06060606060606061,11.0,Lisboa,Oeiras
2019,2710,9664,4,44,33,14,15.0,0.3409090909090909,44.0,Lisboa,Oeiras
2019,2710,L114,7,39,10,6,6.0,0.15384615384615385,10.0,Lisboa,Oeiras
2019,2750,8317,10,20,3,3,3.0,0.15,3.0,Porto,PORTO
2019,2750,9020,3,25,21,18,21.0,0.84,25.0,Porto,PORTO
2019,2750,9023,3,50,43,43,46.0,0.92,49.0,Porto,PORTO
2019,2750,9045,4,40,36,34,38.0,0.95,43.0,Porto,PORTO
2019,2750,9066,3,50,48,47,50.0,1,51.0,Porto,PORTO
2019,2750,9089,7,20,6,3,3.0,0.15,9.0,Porto,PORTO
2019,2750,9119,7,45,38,31,38.0,0.8444444444444444,46.0,Porto,PORTO
2019,2750,9219,3,70,61,52,62.0,0.8857142857142857,79.0,Porto,PORTO
2019,2750,9494,9,65,20,19,22.0,0.3384615384615385,37.0,Porto,PORTO
2019,2750,9507,7,30,15,7,9.0,0.3,19.0,Porto,PORTO
2019,2750,9548,9,94,78,68,80.0,0.851063829787234,235.0,Porto,PORTO
2019,2750,9554,9,30,21,15,19.0,0.6333333333333333,28.0,Porto,PORTO
2019,2752,9497,9,20,21,18,20.0,1,25.0,Porto,PORTO
2019,2752,9500,9,60,14,14,19.0,0.31666666666666665,20.0,Porto,PORTO
2019,2752,9504,9,70,42,34,45.0,0.6428571428571429,74.0,Porto,PORTO
2019,2752,9506,9,20,3,2,2.0,0.1,4.0,Porto,PORTO
2019,2800,8042,4,40,34,26,30.0,0.75,44.0,Lisboa,LISBOA
2019,2800,8158,2,40,44,33,36.0,0.9,49.0,Lisboa,LISBOA
2019,2800,8283,10,30,25,7,8.0,0.26666666666666666,30.0,Lisboa,LISBOA
2019,2800,8455,2,20,16,14,18.0,0.9,27.0,Lisboa,LISBOA
2019,2800,9011,5,25,19,13,13.0,0.52,20.0,Lisboa,LISBOA
2019,2800,9015,5,20,15,15,19.0,0.95,22.0,Lisboa,LISBOA
2019,2800,9016,7,20,19,15,16.0,0.8,25.0,Lisboa,LISBOA
2019,2800,9020,3,70,53,35,42.0,0.6,71.0,Lisboa,LISBOA
2019,2800,9024,3,45,30,27,29.0,0.6444444444444445,34.0,Lisboa,LISBOA
2019,2800,9049,2,80,84,61,66.0,0.825,92.0,Lisboa,LISBOA
2019,2800,9051,4,140,143,121,137.0,0.9785714285714285,166.0,Lisboa,LISBOA
2019,2800,9065,4,60,59,32,38.0,0.6333333333333333,79.0,Lisboa,LISBOA
2019,2800,9070,2,25,22,19,25.0,1,36.0,Lisboa,LISBOA
