Ano,DimUniversidade_idDimUniversidade,DimCurso_idDimCurso,DimArea_idDimArea,QuantidadeVagas,"Inscritos no 1.º ano, pela 1.ª vez, através de todos os regimes","Inscritos no 1.º ano, pela 1.ª vez, através do regime geral de acesso",Inscritos pela 1.ª vez através do regime geral de acesso,"Taxa de ocupação
[Inscritos pela 1.ª vez através do regime geral de acesso / Vagas]",Inscritos pela 1.ª vez através de todos os regimes,Distrito,Concelho
2016,3103,9243,2,22,25,21,22.0,1,26.0,Leiria,CALDAS DA RAINHA
2016,3103,9457,2,65,80,60,60.0,0.9230769230769231,82.0,Leiria,CALDAS DA RAINHA
2016,3103,9723,2,30,26,24,25.0,0.8333333333333334,27.0,Leiria,CALDAS DA RAINHA
2016,3103,9729,2,80,100,78,78.0,0.975,113.0,Leiria,CALDAS DA RAINHA
2016,3103,L127,2,23,7,6,6.0,0.2608695652173913,7.0,Leiria,CALDAS DA RAINHA
2016,3105,8514,4,23,28,22,22.0,0.9565217391304348,28.0,Leiria,PENICHE
2016,3105,9014,5,50,37,34,34.0,0.68,37.0,Leiria,PENICHE
2016,3105,9016,7,30,9,6,6.0,0.2,9.0,Leiria,PENICHE
2016,3105,9178,4,50,70,48,48.0,0.96,70.0,Leiria,PENICHE
2016,3105,9207,4,30,44,30,30.0,1,44.0,Leiria,PENICHE
2016,3105,9254,10,44,62,41,41.0,0.9318181818181818,63.0,Leiria,PENICHE
2016,3105,9484,10,25,22,16,16.0,0.64,22.0,Leiria,PENICHE
2016,3105,9848,10,23,25,19,19.0,0.8260869565217391,25.0,Leiria,PENICHE
2016,3111,9068,2,60,52,40,40.0,0.6666666666666666,52.0,Lisboa,LISBOA
2016,3112,8009,2,15,9,6,6.0,0.4,9.0,Lisboa,LISBOA
2016,3112,8307,2,75,81,76,76.0,1.0133333333333334,81.0,Lisboa,LISBOA
2016,3112,9005,9,30,28,23,23.0,0.7666666666666667,29.0,Lisboa,LISBOA
2016,3112,9853,1,85,99,81,81.0,0.9529411764705882,100.0,Lisboa,LISBOA
2016,3112,9876,1,20,27,17,18.0,0.9,28.0,Lisboa,LISBOA
2016,3112,L134,3,25,22,22,22.0,0.88,22.0,Lisboa,LISBOA
2016,3113,8438,4,30,36,29,29.0,0.9666666666666667,36.0,Lisboa,LISBOA
2016,3113,8439,4,30,35,29,29.0,0.9666666666666667,35.0,Lisboa,LISBOA
2016,3113,9010,2,90,112,87,87.0,0.9666666666666667,113.0,Lisboa,LISBOA
2016,3113,9191,3,60,69,54,54.0,0.9,69.0,Lisboa,LISBOA
2016,3113,9222,4,60,70,60,60.0,1,74.0,Lisboa,LISBOA
2016,3113,9231,4,60,61,55,55.0,0.9166666666666666,64.0,Lisboa,LISBOA
2016,3114,8343,2,16,17,13,13.0,0.8125,17.0,Lisboa,LISBOA
2016,3114,8344,2,18,17,14,14.0,0.7777777777777778,17.0,Lisboa,LISBOA
2016,3114,9782,2,94,83,74,74.0,0.7872340425531915,83.0,Lisboa,LISBOA
2016,3114,L012,2,18,20,18,18.0,1,20.0,Lisboa,LISBOA
2016,3116,9048,2,30,34,30,30.0,1,34.0,Lisboa,AMADORA
2016,3116,9243,2,64,69,61,61.0,0.953125,70.0,Lisboa,AMADORA
2016,3117,8015,4,60,82,57,57.0,0.95,83.0,Lisboa,LISBOA
2016,3117,9058,4,120,125,112,114.0,0.95,129.0,Lisboa,LISBOA
2016,3117,9147,4,105,116,104,104.0,0.9904761904761905,119.0,Lisboa,LISBOA
2016,3117,9242,4,60,59,54,54.0,0.9,59.0,Lisboa,LISBOA
2016,3117,9476,4,60,68,59,59.0,0.9833333333333333,71.0,Lisboa,LISBOA
2016,3117,9870,4,115,136,111,113.0,0.9826086956521739,142.0,Lisboa,LISBOA
2016,3117,9889,4,60,64,58,59.0,0.9833333333333333,65.0,Lisboa,LISBOA
2016,3117,9991,4,90,97,78,79.0,0.8777777777777778,100.0,Lisboa,LISBOA
2016,3117,L035,4,60,63,55,55.0,0.9166666666666666,63.0,Lisboa,LISBOA
2016,3118,9089,7,55,74,18,18.0,0.32727272727272727,75.0,Lisboa,LISBOA
2016,3118,9108,7,83,102,82,82.0,0.9879518072289156,102.0,Lisboa,LISBOA
2016,3118,9109,7,80,105,68,68.0,0.85,105.0,Lisboa,LISBOA
2016,3118,9121,7,120,139,116,116.0,0.9666666666666667,139.0,Lisboa,LISBOA
2016,3118,9123,7,150,171,139,139.0,0.9266666666666666,172.0,Lisboa,LISBOA
2016,3118,9126,7,50,46,36,36.0,0.72,46.0,Lisboa,LISBOA
2016,3118,L052,6,80,96,78,78.0,0.975,96.0,Lisboa,LISBOA
2016,3118,L085,7,30,25,24,27.0,0.9,28.0,Lisboa,LISBOA
2016,3118,L117,5,30,30,28,28.0,0.9333333333333333,30.0,Lisboa,LISBOA
2016,3118,L119,6,30,31,30,30.0,1,31.0,Lisboa,LISBOA
2016,3121,8014,9,20,11,1,1.0,0.05,11.0,Portalegre,PORTALEGRE
2016,3121,9238,9,32,35,29,29.0,0.90625,37.0,Portalegre,PORTALEGRE
2016,3121,9254,10,23,20,18,18.0,0.782608695652174,20.0,Portalegre,PORTALEGRE
2016,3121,9773,3,35,35,30,30.0,0.8571428571428571,35.0,Portalegre,PORTALEGRE
2016,3121,9853,1,22,18,16,16.0,0.7272727272727273,18.0,Portalegre,PORTALEGRE
2016,3122,9070,2,25,18,11,11.0,0.44,18.0,Portalegre,PORTALEGRE
2016,3122,9119,7,25,12,8,8.0,0.32,12.0,Portalegre,PORTALEGRE
2016,3122,9147,4,40,41,30,30.0,0.75,41.0,Portalegre,PORTALEGRE
2016,3122,9469,2,25,24,24,24.0,0.96,24.0,Portalegre,PORTALEGRE
2016,3122,9670,4,27,35,27,27.0,1,35.0,Portalegre,PORTALEGRE
2016,3122,9991,4,27,12,0,0.0,0,14.0,Portalegre,PORTALEGRE
2016,3122,L033,7,25,2,0,0.0,0,3.0,Portalegre,PORTALEGRE
2016,3123,9003,8,35,15,1,1.0,0.02857142857142857,15.0,Portalegre,ELVAS
2016,3123,9085,8,35,29,16,16.0,0.45714285714285713,29.0,Portalegre,ELVAS
2016,3123,9130,8,25,10,7,7.0,0.28,10.0,Portalegre,ELVAS
2016,3131,8002,2,60,62,57,57.0,0.95,62.0,Porto,PORTO
2016,3131,8096,4,20,22,17,17.0,0.85,22.0,Porto,PORTO
2016,3131,8264,2,25,25,23,23.0,0.92,25.0,Porto,PORTO
2016,3131,9084,9,55,58,53,54.0,0.9818181818181818,60.0,Porto,PORTO
2016,3131,9707,10,25,29,24,24.0,0.96,32.0,Porto,PORTO
2016,3131,9767,4,30,29,26,26.0,0.8666666666666667,30.0,Porto,PORTO
2016,3131,9807,2,22,21,21,21.0,0.9545454545454546,21.0,Porto,PORTO
2016,3131,9853,1,47,55,46,46.0,0.9787234042553191,59.0,Porto,PORTO
2016,3131,9878,1,20,20,16,16.0,0.8,21.0,Porto,PORTO
2016,3131,9879,9,44,55,42,42.0,0.9545454545454546,57.0,Porto,PORTO
2016,3132,8021,2,27,0,0,0.0,0,0.0,Porto,PORTO
2016,3132,8022,2,3,0,0,0.0,0,0.0,Porto,PORTO
2016,3132,8023,2,26,0,0,0.0,0,0.0,Porto,PORTO
2016,3132,8024,2,10,0,0,0.0,0,0.0,Porto,PORTO
2016,3132,8025,2,6,0,0,0.0,0,0.0,Porto,PORTO
2016,3132,8026,2,6,0,0,0.0,0,0.0,Porto,PORTO
2016,3132,8027,2,6,0,0,0.0,0,0.0,Porto,PORTO
2016,3132,8028,2,6,0,0,0.0,0,0.0,Porto,PORTO
2016,3132,9784,2,0,62,60,60.0,-,62.0,Porto,PORTO
2016,3132,9836,2,5,4,3,3.0,0.6,4.0,Porto,PORTO
2016,3132,9837,2,6,5,4,5.0,0.8333333333333334,6.0,Porto,PORTO
2016,3132,9838,2,16,19,16,16.0,1,19.0,Porto,PORTO
2016,3132,9839,2,8,9,7,7.0,0.875,9.0,Porto,PORTO
2016,3132,9840,2,15,17,15,15.0,1,17.0,Porto,PORTO
2016,3132,9842,2,20,20,19,19.0,0.95,20.0,Porto,PORTO
2016,3132,9843,2,0,15,14,14.0,-,15.0,Porto,PORTO
2016,3134,8005,4,31,38,30,30.0,0.967741935483871,39.0,Porto,MATOSINHOS
2016,3134,9009,4,50,53,48,48.0,0.96,53.0,Porto,MATOSINHOS
2016,3134,9043,3,27,30,26,26.0,0.9629629629629629,30.0,Porto,MATOSINHOS
2016,3134,9053,4,45,54,44,44.0,0.9777777777777777,56.0,Porto,MATOSINHOS
2016,3134,9058,4,235,251,221,221.0,0.9404255319148936,255.0,Porto,MATOSINHOS
2016,3134,9205,4,90,111,85,85.0,0.9444444444444444,114.0,Porto,MATOSINHOS
2016,3134,9227,4,43,52,42,42.0,0.9767441860465116,52.0,Porto,MATOSINHOS
2016,3134,9716,4,35,43,33,33.0,0.9428571428571428,45.0,Porto,MATOSINHOS
2016,3134,9829,4,30,43,31,31.0,1.0333333333333334,43.0,Porto,MATOSINHOS
2016,3134,9866,4,25,32,24,24.0,0.96,32.0,Porto,MATOSINHOS
2016,3134,9867,4,27,35,26,26.0,0.9629629629629629,35.0,Porto,MATOSINHOS
2016,3134,9870,4,72,109,69,69.0,0.9583333333333334,114.0,Porto,MATOSINHOS
2016,3134,9921,10,0,2,0,0.0,-,4.0,Porto,MATOSINHOS
2016,3134,L070,4,30,42,25,25.0,0.8333333333333334,42.0,Porto,MATOSINHOS
2016,3135,8316,6,40,47,39,39.0,0.975,48.0,Porto,PORTO
2016,3135,9089,7,75,90,73,73.0,0.9733333333333334,98.0,Porto,PORTO
2016,3135,9104,7,25,33,25,26.0,1.04,42.0,Porto,PORTO
2016,3135,9110,7,45,49,44,44.0,0.9777777777777777,57.0,Porto,PORTO
2016,3135,9112,7,155,185,153,153.0,0.9870967741935484,188.0,Porto,PORTO
2016,3135,9117,7,20,21,19,19.0,0.95,21.0,Porto,PORTO
2016,3135,9119,7,210,258,210,210.0,1,266.0,Porto,PORTO
2016,3135,9123,7,140,166,139,139.0,0.9928571428571429,178.0,Porto,PORTO
2016,3135,9125,7,55,60,52,52.0,0.9454545454545454,61.0,Porto,PORTO
2016,3135,9455,7,40,53,40,40.0,1,56.0,Porto,PORTO
2016,3135,9936,7,40,50,40,40.0,1,51.0,Porto,PORTO
2016,3135,L089,5,30,31,26,26.0,0.8666666666666667,31.0,Porto,PORTO
2016,3138,8015,4,27,31,23,23.0,0.8518518518518519,31.0,Porto,FELGUEIRAS
2016,3138,8097,4,32,51,29,29.0,0.90625,51.0,Porto,FELGUEIRAS
2016,3138,8288,4,20,22,14,14.0,0.7,22.0,Porto,FELGUEIRAS
2016,3138,8398,6,20,20,17,17.0,0.85,20.0,Porto,FELGUEIRAS
2016,3138,9045,4,40,39,33,33.0,0.825,39.0,Porto,FELGUEIRAS
2016,3138,9119,7,60,68,57,57.0,0.95,68.0,Porto,FELGUEIRAS
2016,3138,9242,4,40,46,38,38.0,0.95,46.0,Porto,FELGUEIRAS
2016,3138,L014,7,20,4,4,4.0,0.2,4.0,Porto,FELGUEIRAS
2016,3138,L091,10,20,16,16,16.0,0.8,16.0,Porto,FELGUEIRAS
2016,3139,8442,10,36,35,30,30.0,0.8333333333333334,35.0,Porto,Vila do Conde
2016,3139,9164,4,41,49,38,39.0,0.9512195121951219,52.0,Porto,Vila do Conde
2016,3139,9921,10,36,42,34,34.0,0.9444444444444444,42.0,Porto,Vila do Conde
2016,3139,L131,10,30,29,27,28.0,0.9333333333333333,30.0,Porto,Vila do Conde
2016,3141,8419,8,33,19,1,1.0,0.030303030303030304,26.0,Santarém,SANTARÉM
2016,3141,9003,8,50,28,24,24.0,0.48,30.0,Santarém,SANTARÉM
2016,3141,L011,8,42,8,5,5.0,0.11904761904761904,9.0,Santarém,SANTARÉM
2016,3141,L015,7,20,9,3,3.0,0.15,10.0,Santarém,SANTARÉM
2016,3141,L080,5,41,5,2,2.0,0.04878048780487805,5.0,Santarém,SANTARÉM
2016,3141,L139,7,20,0,0,0.0,0,0.0,Santarém,SANTARÉM
2016,3142,9084,9,39,32,31,31.0,0.7948717948717948,32.0,Santarém,SANTARÉM
2016,3142,9347,2,35,18,16,16.0,0.45714285714285713,18.0,Santarém,SANTARÉM
2016,3142,9354,2,35,31,28,28.0,0.8,31.0,Santarém,SANTARÉM
2016,3142,9853,1,38,38,36,36.0,0.9473684210526315,38.0,Santarém,SANTARÉM
2016,3142,9879,9,20,0,0,0.0,0,0.0,Santarém,SANTARÉM
2016,3142,L130,1,30,0,0,0.0,0,0.0,Santarém,SANTARÉM
2016,3143,9152,4,76,75,70,70.0,0.9210526315789473,76.0,Santarém,SANTARÉM
2016,3143,9185,6,45,28,18,18.0,0.4,28.0,Santarém,SANTARÉM
2016,3143,9206,4,45,49,42,42.0,0.9333333333333333,52.0,Santarém,SANTARÉM
2016,3143,9498,4,30,31,28,29.0,0.9666666666666667,32.0,Santarém,SANTARÉM
2016,3143,9785,3,40,28,26,26.0,0.65,29.0,Santarém,SANTARÉM
2016,3143,9994,4,36,22,2,2.0,0.05555555555555555,25.0,Santarém,SANTARÉM
2016,3145,9730,10,27,23,19,19.0,0.7037037037037037,23.0,Santarém,RIO MAIOR
2016,3145,9763,10,27,21,18,18.0,0.6666666666666666,21.0,Santarém,RIO MAIOR
2016,3145,9808,10,85,90,79,79.0,0.9294117647058824,91.0,Santarém,RIO MAIOR
2016,3145,A007,10,22,4,4,4.0,0.18181818181818182,4.0,Santarém,RIO MAIOR
2016,3145,L008,10,27,29,24,24.0,0.8888888888888888,29.0,Santarém,RIO MAIOR
2016,3145,L034,10,75,85,72,72.0,0.96,87.0,Santarém,RIO MAIOR
2016,3151,9054,3,34,34,30,33.0,0.9705882352941176,37.0,Setúbal,SETÚBAL
2016,3151,9563,10,30,30,25,29.0,0.9666666666666667,35.0,Setúbal,SETÚBAL
2016,3151,9631,9,32,32,28,29.0,0.90625,37.0,Setúbal,SETÚBAL
2016,3151,9633,2,20,15,13,14.0,0.7,17.0,Setúbal,SETÚBAL
2016,3151,9853,1,45,49,43,43.0,0.9555555555555556,50.0,Setúbal,SETÚBAL
2016,3152,8515,7,30,22,21,21.0,0.7,22.0,Setúbal,SETÚBAL
2016,3152,9092,7,40,8,3,3.0,0.075,10.0,Setúbal,SETÚBAL
2016,3152,9112,7,60,23,16,16.0,0.26666666666666666,26.0,Setúbal,SETÚBAL
2016,3152,9119,7,66,77,63,64.0,0.9696969696969697,79.0,Setúbal,SETÚBAL
2016,3152,9123,7,57,28,10,10.0,0.17543859649122806,31.0,Setúbal,SETÚBAL
2016,3152,9862,7,40,25,2,2.0,0.05,27.0,Setúbal,SETÚBAL
2016,3152,L069,7,45,46,41,41.0,0.9111111111111111,46.0,Setúbal,SETÚBAL
2016,3152,L124,7,38,13,9,9.0,0.23684210526315788,13.0,Setúbal,SETÚBAL
2016,3153,8111,4,40,55,36,36.0,0.9,58.0,Setúbal,SETÚBAL
2016,3153,9157,4,50,65,49,49.0,0.98,67.0,Setúbal,SETÚBAL
2016,3153,9205,4,55,64,54,54.0,0.9818181818181818,64.0,Setúbal,SETÚBAL
2016,3153,9627,4,75,83,74,74.0,0.9866666666666667,85.0,Setúbal,SETÚBAL
2016,3153,9628,4,40,47,16,17.0,0.425,50.0,Setúbal,SETÚBAL
2016,3153,9629,4,45,54,45,45.0,1,55.0,Setúbal,SETÚBAL
2016,3153,9630,6,40,52,40,40.0,1,54.0,Setúbal,SETÚBAL
2016,3153,9993,4,45,53,19,19.0,0.4222222222222222,55.0,Setúbal,SETÚBAL
2016,3154,9016,7,45,52,44,44.0,0.9777777777777777,53.0,Setúbal,BARREIRO
2016,3154,9089,7,20,4,0,0.0,0,7.0,Setúbal,BARREIRO
2016,3154,9090,7,20,6,0,0.0,0,10.0,Setúbal,BARREIRO
2016,3154,9687,5,20,14,11,11.0,0.55,14.0,Setúbal,BARREIRO
2016,3154,L100,7,37,7,3,3.0,0.08108108108108109,7.0,Setúbal,BARREIRO
2016,3155,9500,9,44,52,45,45.0,1.0227272727272727,52.0,Setúbal,SETÚBAL
2016,3155,9504,9,44,51,38,38.0,0.8636363636363636,51.0,Setúbal,SETÚBAL
2016,3155,9890,9,27,25,19,19.0,0.7037037037037037,25.0,Setúbal,SETÚBAL
2016,3161,8155,7,22,0,0,0.0,0,0.0,Viana do Castelo,PONTE DE LIMA
2016,3161,9003,8,35,8,5,5.0,0.14285714285714285,9.0,Viana do Castelo,PONTE DE LIMA
2016,3161,9016,7,26,10,9,9.0,0.34615384615384615,10.0,Viana do Castelo,PONTE DE LIMA
2016,3161,9085,8,35,32,29,29.0,0.8285714285714286,32.0,Viana do Castelo,PONTE DE LIMA
2016,3162,9473,9,27,30,23,23.0,0.8518518518518519,30.0,Viana do Castelo,VIANA DO CASTELO
2016,3162,9853,1,51,51,46,46.0,0.9019607843137255,51.0,Viana do Castelo,VIANA DO CASTELO
2016,3162,L122,2,30,22,19,19.0,0.6333333333333333,22.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,8114,10,30,33,28,28.0,0.9333333333333333,33.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,8407,7,26,27,18,18.0,0.6923076923076923,27.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,9119,7,60,77,62,62.0,1.0333333333333334,77.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,9123,7,34,24,14,14.0,0.4117647058823529,24.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,9147,4,50,58,48,48.0,0.96,58.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,9148,4,40,27,15,15.0,0.375,27.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,9254,10,50,56,49,49.0,0.98,57.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,9723,2,30,21,20,20.0,0.6666666666666666,21.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,9727,2,38,42,38,38.0,1,42.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,9743,7,35,12,2,2.0,0.05714285714285714,12.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,9750,7,30,8,4,4.0,0.13333333333333333,8.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,9857,7,35,7,1,1.0,0.02857142857142857,7.0,Viana do Castelo,VIANA DO CASTELO
2016,3163,L016,7,35,15,12,12.0,0.34285714285714286,15.0,Viana do Castelo,VIANA DO CASTELO
2016,3164,8464,4,25,16,13,13.0,0.52,16.0,Viana do Castelo,VALENÇA
2016,3164,8516,4,25,27,20,20.0,0.8,27.0,Viana do Castelo,VALENÇA
2016,3164,9664,4,35,30,27,27.0,0.7714285714285715,30.0,Viana do Castelo,VALENÇA
2016,3164,9872,4,22,15,3,3.0,0.13636363636363635,15.0,Viana do Castelo,VALENÇA
2016,3165,9731,10,60,57,49,49.0,0.8166666666666667,57.0,Viana do Castelo,Melgaço
2016,3181,9054,3,63,65,62,62.0,0.9841269841269841,65.0,Viseu,VISEU
2016,3181,9084,9,59,58,48,48.0,0.8135593220338984,58.0,Viseu,VISEU
2016,3181,9347,2,32,31,30,30.0,0.9375,31.0,Viseu,VISEU
2016,3181,9466,2,26,4,2,2.0,0.07692307692307693,4.0,Viseu,VISEU
2016,3181,9850,10,35,48,35,35.0,1,48.0,Viseu,VISEU
2016,3181,9853,1,45,41,36,36.0,0.8,42.0,Viseu,VISEU
2016,3181,9930,4,68,73,68,68.0,1,73.0,Viseu,VISEU
2016,3182,8296,4,35,18,13,13.0,0.37142857142857144,18.0,Viseu,VISEU
2016,3182,8517,2,40,9,8,8.0,0.2,9.0,Viseu,VISEU
2016,3182,9056,4,40,42,37,37.0,0.925,42.0,Viseu,VISEU
2016,3182,9057,4,0,0,0,0.0,-,1.0,Viseu,VISEU
2016,3182,9089,7,50,3,0,0.0,0,3.0,Viseu,VISEU
2016,3182,9099,7,36,2,0,0.0,0,2.0,Viseu,VISEU
2016,3182,9109,7,45,9,1,1.0,0.022222222222222223,9.0,Viseu,VISEU
2016,3182,9119,7,60,79,56,56.0,0.9333333333333333,89.0,Viseu,VISEU
2016,3182,9123,7,45,33,18,18.0,0.4,34.0,Viseu,VISEU
2016,3182,9152,4,70,81,68,69.0,0.9857142857142858,82.0,Viseu,VISEU
2016,3182,9205,4,42,50,41,41.0,0.9761904761904762,52.0,Viseu,VISEU
2016,3182,9254,10,45,52,44,44.0,0.9777777777777777,54.0,Viseu,VISEU
2016,3182,9491,2,45,35,31,31.0,0.6888888888888889,35.0,Viseu,VISEU
2016,3182,9994,4,35,42,15,15.0,0.42857142857142855,43.0,Viseu,VISEU
2016,3185,9085,8,45,57,45,45.0,1,57.0,Viseu,VISEU
2016,3185,9086,8,24,21,4,4.0,0.16666666666666666,21.0,Viseu,VISEU
2016,3185,9818,8,25,5,2,2.0,0.08,5.0,Viseu,VISEU
2016,3185,L025,7,25,12,8,8.0,0.32,12.0,Viseu,VISEU
2016,3186,8014,9,27,15,5,5.0,0.18518518518518517,16.0,Viseu,LAMEGO
2016,3186,9061,4,25,12,9,9.0,0.36,16.0,Viseu,LAMEGO
2016,3186,9122,7,25,11,8,8.0,0.32,11.0,Viseu,LAMEGO
2016,3186,9168,4,23,8,8,8.0,0.34782608695652173,8.0,Viseu,LAMEGO
2016,3186,9179,10,23,21,17,17.0,0.7391304347826086,21.0,Viseu,LAMEGO
2016,3186,9238,9,30,33,28,28.0,0.9333333333333333,33.0,Viseu,LAMEGO
2016,3186,L116,4,40,19,16,16.0,0.4,19.0,Viseu,LAMEGO
2016,3241,9056,4,25,9,4,4.0,0.16,13.0,Santarém,TOMAR
2016,3241,9152,4,45,53,22,22.0,0.4888888888888889,54.0,Santarém,TOMAR
2016,3241,9640,4,32,35,23,23.0,0.71875,36.0,Santarém,TOMAR
2016,3241,9641,10,27,37,18,18.0,0.6666666666666666,37.0,Santarém,TOMAR
2016,3242,9112,7,35,26,3,3.0,0.08571428571428572,28.0,Santarém,TOMAR
2016,3242,9119,7,45,66,41,41.0,0.9111111111111111,66.0,Santarém,TOMAR
2016,3242,9184,7,23,5,2,2.0,0.08695652173913043,5.0,Santarém,TOMAR
2016,3242,9380,2,30,19,14,14.0,0.4666666666666667,19.0,Santarém,TOMAR
2016,3242,9644,2,45,22,17,17.0,0.37777777777777777,23.0,Santarém,TOMAR
2016,3242,9645,2,30,25,21,21.0,0.7,25.0,Santarém,TOMAR
2016,3242,L106,7,25,3,0,0.0,0,4.0,Santarém,TOMAR
2016,3243,9054,3,32,22,21,21.0,0.65625,22.0,Santarém,ABRANTES
2016,3243,9123,7,23,8,1,1.0,0.043478260869565216,9.0,Santarém,ABRANTES
2016,3243,9250,6,30,4,0,0.0,0,4.0,Santarém,ABRANTES
2016,3243,9932,2,30,17,14,14.0,0.4666666666666667,17.0,Santarém,ABRANTES
2016,3331,9069,2,43,45,38,39.0,0.9069767441860465,46.0,Porto,Vila do Conde
2016,3331,9244,2,20,21,18,18.0,0.9,22.0,Porto,Vila do Conde
2016,3331,9863,2,20,26,19,19.0,0.95,26.0,Porto,Vila do Conde
2016,3331,L071,6,30,35,30,30.0,1,35.0,Porto,Vila do Conde
2016,4002,9732,2,2,0,0,0.0,0,0.0,Lisboa,LISBOA
2016,4002,9771,2,40,17,15,15.0,0.375,17.0,Lisboa,LISBOA
2016,4002,9788,2,4,3,2,2.0,0.5,3.0,Lisboa,LISBOA
2016,4005,9017,2,8,4,2,2.0,0.25,4.0,Porto,VILA NOVA DE GAIA
2016,4005,9077,2,6,1,0,0.0,0,1.0,Porto,VILA NOVA DE GAIA
2016,4010,9257,7,40,9,6,9.0,0.225,20.0,Porto,PORTO
2016,4010,9682,2,20,9,9,9.0,0.45,10.0,Porto,PORTO
2016,4010,9683,2,30,13,12,14.0,0.4666666666666667,16.0,Porto,PORTO
2016,4010,9713,2,40,32,31,35.0,0.875,37.0,Porto,PORTO
2016,4010,9728,2,30,25,24,25.0,0.8333333333333334,26.0,Porto,PORTO
2016,4010,9802,2,20,6,6,7.0,0.35,8.0,Porto,PORTO
2016,4011,9319,2,20,8,6,6.0,0.3,8.0,Braga,GUIMARÃES
2016,4011,9450,2,20,0,0,0.0,0,0.0,Braga,GUIMARÃES
2016,4011,9451,2,20,9,6,6.0,0.3,9.0,Braga,GUIMARÃES
2016,4020,9174,4,72,50,1,1.0,0.013888888888888888,50.0,Lisboa,LISBOA
2016,4025,9347,2,15,1,0,0.0,0,1.0,Viana do Castelo,VILA NOVA DE CERVEIRA
2016,4025,9507,7,40,10,4,4.0,0.1,14.0,Viana do Castelo,VILA NOVA DE CERVEIRA
2016,4032,8163,10,50,39,36,36.0,0.72,39.0,Porto,PORTO
2016,4032,8164,3,15,0,0,0.0,0,0.0,Porto,PORTO
2016,4032,8166,4,40,20,16,16.0,0.4,20.0,Porto,PORTO
2016,4032,8277,7,25,7,2,2.0,0.08,7.0,Porto,PORTO
2016,4032,8313,2,30,30,23,23.0,0.7666666666666667,30.0,Porto,PORTO
2016,4032,8378,3,30,19,9,9.0,0.3,19.0,Porto,PORTO
2016,4032,8397,10,20,5,2,2.0,0.1,5.0,Porto,PORTO
2016,4032,8526,7,20,0,0,0.0,0,1.0,Porto,PORTO
2016,4032,9023,3,50,41,38,38.0,0.76,41.0,Porto,PORTO
2016,4032,9070,2,25,16,13,13.0,0.52,16.0,Porto,PORTO
2016,4032,9078,4,100,91,47,49.0,0.49,95.0,Porto,PORTO
2016,4032,9089,7,25,0,0,0.0,0,0.0,Porto,PORTO
2016,4032,9099,7,20,5,1,1.0,0.05,5.0,Porto,PORTO
2016,4032,9119,7,40,23,20,20.0,0.5,23.0,Porto,PORTO
2016,4032,9147,4,55,56,45,45.0,0.8181818181818182,57.0,Porto,PORTO
2016,4032,9219,3,85,88,68,70.0,0.8235294117647058,91.0,Porto,PORTO
2016,4032,9238,9,35,20,13,13.0,0.37142857142857144,20.0,Porto,PORTO
2016,4032,9257,7,40,17,3,3.0,0.075,18.0,Porto,PORTO
2016,4032,9736,10,30,21,14,14.0,0.4666666666666667,21.0,Porto,PORTO
2016,4032,L019,3,40,16,11,11.0,0.275,16.0,Porto,PORTO
2016,4032,L077,2,25,6,6,6.0,0.24,6.0,Porto,PORTO
2016,4065,9853,1,60,34,21,21.0,0.35,34.0,Lisboa,LISBOA
2016,4069,9069,2,200,192,172,193.0,0.965,226.0,Porto,MATOSINHOS
2016,4069,9679,2,50,54,48,48.0,0.96,59.0,Porto,MATOSINHOS
2016,4069,L027,2,25,0,0,0.0,0,0.0,Porto,MATOSINHOS
2016,4069,L037,2,30,0,0,0.0,0,0.0,Porto,MATOSINHOS
2016,4074,9853,1,25,13,9,11.0,0.44,15.0,Lisboa,LISBOA
2016,4076,9473,9,30,9,1,2.0,0.06666666666666667,12.0,Braga,FAFE
2016,4076,9736,10,60,18,13,19.0,0.31666666666666665,33.0,Braga,FAFE
2016,4076,9853,1,30,12,8,9.0,0.3,21.0,Braga,FAFE
2016,4077,9853,1,40,11,7,9.0,0.225,26.0,Setúbal,ALMADA
2016,4078,9853,1,30,5,1,1.0,0.03333333333333333,5.0,Porto,VILA NOVA DE GAIA
2016,4080,9853,1,80,24,16,16.0,0.2,24.0,Lisboa,LISBOA
2016,4085,9084,9,25,13,10,10.0,0.4,13.0,Porto,PORTO
2016,4085,9853,1,90,61,60,60.0,0.6666666666666666,61.0,Porto,PORTO
2016,4089,9500,9,50,31,21,29.0,0.58,42.0,Aveiro,OlIVEIRA DE AZEMÉIS
2016,4091,8137,9,30,9,3,7.0,0.23333333333333334,16.0,Lisboa,LISBOA
2016,4091,9500,9,50,32,23,42.0,0.84,56.0,Lisboa,LISBOA
2016,4091,9501,9,30,23,2,7.0,0.23333333333333334,33.0,Lisboa,LISBOA
